site,fullrep,species,uevent,totbit,totmsbit,grpsiz,posi,indfeeding
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,10_4",19,5.134056183,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,10_5",12,3.2425618,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,11_1",50,13.51067417,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,11_2",13,3.512775283,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,11_3",5,1.351067417,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,11_5",17,3.518921473,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,11_6",9,2.43192135,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,11_7",15,4.05320225,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,12_1",22,5.944696633,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,12_2",6,1.6212809,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,12_4",12,3.2425618,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,13_2",22,5.944696633,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,4_1",3,0.81064045,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,5_2",6,1.6212809,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,9_1",61,16.48302248,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,9_4",28,7.565977534,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,1_1",30,8.1064045,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,10_1",8,2.161707867,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,10_2",8,2.161707867,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,10_4",6,1.6212809,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,2_1",4,1.080853933,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,3_2",31,8.376617984,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,3_3",39,10.53832585,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,3_5",22,5.944696633,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,4_2",7,1.891494383,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,4_3",7,1.891494383,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,4_5",6,1.6212809,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,4_6",20,5.404269667,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,4_7",8,2.161707867,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,5_2",8,2.161707867,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,5_3",16,4.323415733,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,5_7",8,2.161707867,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,6_2",9,2.43192135,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,7_1",5,1.531017777,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,7_2",32,8.646831467,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,7_3",10,2.846095122,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,8_1",5,1.351067417,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,8_2",6,1.6212809,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,8_3",11,3.36823911,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,9_1",17,4.593629217,2,3,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,9_3",5,1.351067417,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_3,9_4",3,0.918610666,2,3,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,1_1",18,4.8638427,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,1_2",16,4.323415733,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,10_1",13,3.512775283,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,10_5",16,4.323415733,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,10_6",5,1.351067417,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,11_11",4,1.080853933,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,11_2",22,5.944696633,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,11_3",11,2.972348317,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,11_5",7,1.891494383,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,11_6",1,0.270213483,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,11_7",10,2.702134833,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,11_9",3,0.81064045,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,12_2",5,1.351067417,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,13_1",10,2.702134833,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,13_3",13,3.512775283,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,3_1",11,2.972348317,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,3_2",13,3.512775283,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,3_4",7,1.891494383,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,3_5",13,3.512775283,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,5_1",7,1.891494383,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,5_2",20,5.404269667,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,5_4",12,3.2425618,2,4,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,6_1",4,1.080853933,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,6_2",2,0.540426967,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,6_3",6,1.6212809,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,6_6",1,0.270213483,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,7_1",13,3.512775283,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,7_3",14,3.782988767,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,8_1",12,3.2425618,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,8_2",31,8.376617984,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,8_8",4,1.080853933,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,9_2",5,1.351067417,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,11_3",5,1.351067417,2,1,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,11_4",1,0.270213483,2,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,12_1",2,0.540426967,2,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,12_2",4,1.080853933,2,1,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,2_4",3,0.81064045,2,1,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,6_1",1,0.270213483,2,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,6_2",3,0.81064045,2,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,6_3",2,0.540426967,2,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,9_2",2,0.540426967,2,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,10_2",30,8.1064045,2,2,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,11_2",8,2.161707867,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,11_6",4,1.080853933,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,12_1",2,0.540426967,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,12_3",2,0.540426967,2,2,4
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,12_4",5,1.531017777,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,2_2",3,0.81064045,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,2_4",7,1.891494383,2,2,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,6_1",10,2.702134833,2,2,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,6_5",2,0.540426967,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,7_1",9,2.43192135,2,2,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,7_2",5,1.387057489,2,2,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,7_3",5,1.531017777,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,7_4",4,1.080853933,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,7_5",7,1.891494383,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,7_6",7,1.891494383,2,2,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,7_7",1,0.270213483,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,9_1",4,1.080853933,2,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,1_2",2,0.474375597,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,10_4",8,2.161707867,2,3,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,10_8",1,0.270213483,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,10_9",3,0.81064045,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,11_1",1,0.270213483,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,11_2",2,0.540426967,2,3,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,13_3",7,1.891494383,2,3,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,3_3",3,0.81064045,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,3_4",6,1.6212809,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,5_2",3,0.81064045,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,5_5",2,0.540426967,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,5_6",2,0.540426967,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,6_1",7,1.891494383,2,3,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,7_5",2,0.540426967,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,7_6",4,1.080853933,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,7_7",3,0.81064045,2,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,7_9",13,3.512775283,2,3,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,1_1",1,0.270213483,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,10_1",4,1.080853933,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,12_1",14,3.782988767,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,12_2",3,0.81064045,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,12_3",2,0.540426967,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,12_5",1,0.270213483,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,13_1",8,2.161707867,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,13_2",1,0.270213483,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_1",34,9.187258434,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_10",8,2.161707867,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_2",26,7.025550567,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_3",7,1.891494383,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_4",4,1.080853933,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_6",5,1.351067417,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_8",5,1.351067417,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,3_2",32,8.646831467,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,3_3",5,1.351067417,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,4_1",4,1.080853933,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,4_10",3,0.81064045,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,4_11",4,1.080853933,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,4_2",12,3.2425618,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,4_3",25,6.755337083,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,4_6",15,4.05320225,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,4_9",4,1.080853933,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,5_1",5,1.351067417,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,5_2",7,1.891494383,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,5_3",6,1.6212809,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,6_3",3,0.81064045,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,6_4",18,4.8638427,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,6_5",16,4.323415733,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,7_1",9,2.43192135,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,7_2",3,0.81064045,2,4,2
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,8_1",3,0.81064045,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,8_2",2,0.540426967,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,9_1",1,0.270213483,2,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,9_2",4,1.080853933,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,11_1",7,1.891494383,2,1,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,3_1",10,2.702134833,2,1,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,3_3",8,2.161707867,2,1,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,4_2",2,0.540426967,2,1,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,6_1",8,2.161707867,2,1,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,6_2",5,1.351067417,2,1,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_2,10_1",4,1.080853933,2,2,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_2,3_1",5,1.351067417,2,2,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_2,3_2",6,1.6212809,2,2,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_2,9_3",3,0.81064045,2,2,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,1_1",3,0.81064045,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,11_3",8,2.161707867,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,11_4",6,1.6212809,2,3,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,12_2",1,0.270213483,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,12_5",1,0.270213483,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,2_1",1,0.270213483,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,2_3",1,0.270213483,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,3_1",12,3.2425618,2,3,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,3_4",7,1.891494383,2,3,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,4_2",8,2.161707867,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,4_5",12,3.2425618,2,3,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,5_1",2,0.540426967,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,6_1",2,0.540426967,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,6_4",8,2.161707867,2,3,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,7_3",7,1.891494383,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,7_6",1,0.270213483,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,8_4",5,1.351067417,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,9_2",4,1.080853933,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,9_3",5,1.351067417,2,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,11_1",5,1.351067417,2,4,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,12_1",2,0.540426967,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,12_2",5,1.351067417,2,4,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,3_1",7,1.891494383,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,3_5",2,0.540426967,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,4_1",10,2.702134833,2,4,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,4_2",2,0.540426967,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,5_3",2,0.540426967,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,6_1",7,1.891494383,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,6_2",6,1.6212809,2,4,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,7_5",2,0.540426967,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,8_1",5,1.351067417,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,9_1",10,2.702134833,2,4,2
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,9_3",4,1.080853933,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,9_4",2,0.540426967,2,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,9_6",3,0.81064045,2,4,1
rl,rl_3_2,Siganus virgatus ,"rl_3_2_4,10_1",8,1.6212809,2,4,2
rl,rl_3_2,Siganus virgatus ,"rl_3_2_4,10_2",1,1.080853933,2,4,1
rl,rl_3_2,Siganus virgatus ,"rl_3_2_4,5_1",4,1.080853933,2,4,1
rl,rl_3_2,Siganus virgatus ,"rl_3_2_4,5_2",2,0.540426967,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,1_1",4,1.080853933,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,10_1",2,0.540426967,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,10_2",3,0.81064045,2,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,10_3",2,0.540426967,2,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,10_4",1,0.270213483,2,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,12_2",1,0.270213483,2,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,12_3",5,1.351067417,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,3_2",11,2.972348317,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,5_2",3,0.81064045,2,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,5_3",6,1.6212809,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,7_1",9,2.43192135,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,7_2",9,2.43192135,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,8_2",7,1.891494383,2,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,8_3",8,2.161707867,2,1,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,1_1",3,0.81064045,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,1_2",5,1.351067417,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,1_3",3,0.81064045,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,10_1",2,0.540426967,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,10_3",4,1.080853933,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,11_2",6,1.6212809,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,2_2",8,2.161707867,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,2_4",3,0.81064045,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,4_3",15,4.05320225,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,5_1",11,2.972348317,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,5_2",9,2.43192135,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,7_1",3,0.81064045,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,7_2",6,1.6212809,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,8_1",11,2.972348317,2,2,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,8_5",2,0.540426967,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,9_2",8,2.161707867,2,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,1_1",3,0.81064045,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,1_2",2,0.540426967,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,10_1",9,2.43192135,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,10_2",9,2.43192135,2,3,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,10_5",6,1.6212809,2,3,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,12_1",1,0.270213483,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,12_2",6,1.6212809,2,3,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,2_2",8,2.161707867,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,2_3",2,0.540426967,2,3,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,2_4",2,0.540426967,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,3_2",6,1.6212809,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,4_7",7,1.891494383,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,6_1",2,0.540426967,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,6_2",4,1.080853933,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,6_5",2,0.540426967,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,9_3",4,1.080853933,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,9_7",5,1.351067417,2,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,1_5",1,0.270213483,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,10_3",5,1.351067417,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,11_2",1,0.270213483,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,2_1",3,0.81064045,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,2_2",12,3.2425618,2,4,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,2_3",3,0.81064045,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,2_5",5,1.351067417,2,4,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,3_2",8,2.161707867,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,3_5",5,1.351067417,2,4,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,4_2",1,0.270213483,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,4_3",5,1.351067417,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,6_1",4,1.080853933,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,6_4",4,1.080853933,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,6_5",1,0.270213483,2,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,9_1",3,0.81064045,2,4,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,9_7",9,2.43192135,2,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,12_1",6,1.6212809,2,1,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,12_2",3,0.81064045,2,1,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,4_2",6,1.6212809,2,1,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,4_3",6,1.6212809,2,1,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,5_4",1,0.270213483,2,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,6_3",3,0.81064045,2,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,6_4",2,0.540426967,2,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,6_5",2,0.540426967,2,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,7_1",5,1.351067417,2,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,7_2",2,0.540426967,2,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,7_3",2,0.540426967,2,1,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,8_1",6,1.6212809,2,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,10_2",8,2.161707867,2,2,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,11_1",5,1.351067417,2,2,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,11_2",7,1.891494383,2,2,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,11_3",3,0.81064045,2,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,11_4",4,1.080853933,2,2,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,2_1",2,0.540426967,2,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,2_4",1,0.270213483,2,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,2_5",5,1.351067417,2,2,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,4_1",10,2.702134833,2,2,2
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,4_4",3,0.81064045,2,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,4_6",4,1.080853933,2,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,6_1",5,1.351067417,2,2,1
