series,m0,m0_over_y0,rmse_normalized_prey,rmse_normalized_predator,rmse_normalized_total,validation_rmse_normalized_prey,validation_rmse_normalized_predator,validation_rmse_normalized_total,profile_rss,profile_likelihood_ratio,inside_confidence_interval,confidence_level,likelihood_ratio_threshold,optimization_status,r,K,a,theta,e,mu,phi,delta
timeserieslogmeans_TP,4.158818855513355,0.5,0.16183416553050542,0.19042337281896196,0.17670789179986332,0.03169743055636737,0.12091297179856736,0.0883874251605874,2.9976651863378114,0.0,True,0.95,3.841458820694124,success,0.8119862560125086,315.88112918315124,0.14617822385772744,2.7540547311155725e-07,0.010000000000000004,0.040855946393477074,0.0006028241691925539,1.0
timeserieslogmeans_TP,6.238228283270033,0.75,0.1618721349467932,0.1904189917044918,0.17672291938793358,0.03179561964133111,0.12125471528659251,0.08863878216562097,2.9981750627514305,0.016327364903636826,True,0.95,3.841458820694124,success,0.8094982001147314,316.827824281578,0.14556339230233672,2.754241215860822e-07,0.010000000000000004,0.040824773333274694,0.0006042801310080153,1.0
timeserieslogmeans_TP,8.31763771102671,1.0,0.1619405696718989,0.19036934086806195,0.17672752197691155,0.03181231402247778,0.12216426123768814,0.08926401863913268,2.9983312343135764,0.021327766546427485,True,0.95,3.841458820694124,success,0.80912483640692,316.19867632745206,0.14492429742008342,2.754154904874648e-07,0.010000000000000004,0.04050938156589768,0.0006043022971343937,1.0
timeserieslogmeans_TP,12.476456566540065,1.5,0.16184377322962426,0.19041922228854793,0.17671005510465085,0.031685112310301966,0.12134685396318019,0.08868203118128788,2.997738583208519,0.0023505004363598174,True,0.95,3.841458820694124,success,0.8114455529519418,316.57361945581533,0.14574439368237752,2.7541532243931526e-07,0.010000000000000004,0.04074422888194354,0.0006043248383487664,1.0
timeserieslogmeans_TP,16.63527542205342,2.0,0.1619281741290206,0.19037533006108756,0.17672506878287875,0.031850079234394944,0.1221640615609531,0.08927061522221512,2.9982479938860696,0.018662553351687317,True,0.95,3.841458820694124,success,0.8096289240652679,316.02141288185203,0.14492256924397237,2.754178860249963e-07,0.010000000000000004,0.04050477628616029,0.0006040340977840758,1.0
timeserieslogmeans_TP,24.95291313308013,3.0,0.1618164910789233,0.1904397874886217,0.17670864359703325,0.031683459975786185,0.12090311687893297,0.08837817973651124,2.9976906933027188,0.0008168551393018986,True,0.95,3.841458820694124,usable_limit,0.8118087796129866,316.0016128834737,0.14610607081773333,2.755879549379113e-07,0.010010836084996207,0.04089789322206768,0.000603824362389331,1.0
timeserieslogmeans_TP,41.588188555133556,5.0,0.16194342007846263,0.19037345110139572,0.1767310416861805,0.03210410694267901,0.12238894339170854,0.08946990317175325,2.998450665166317,0.025151604750597457,True,0.95,3.841458820694124,success,0.8084921370842009,315.59558975303196,0.14449761507840567,2.7551085585956664e-07,0.010000000000000004,0.04048450712114226,0.00060412734716931,1.0
windermere_north_pike_perch,0.0,0.0,0.04999865080065462,0.22113161766078826,0.16031072548516964,4.448820061531577,0.4380262571065178,3.161001972618853,0.9251830334009311,0.446755740993112,True,0.95,3.841458820694124,success,0.7449423378548214,6135.0525853994695,0.6847220122270348,0.6690205973477052,0.01698652833889006,0.11441042946675323,0.16156255679942091,1.0
windermere_north_pike_perch,2.45,0.25,0.04189051365030328,0.22138276264020382,0.15931908662821143,4.4646647947195355,0.43125436601904565,3.17168819853233,0.9137725691057114,0.0,True,0.95,3.841458820694124,usable_limit,0.7261449596509847,6153.047592426884,0.6259193754601536,0.5307335156598342,0.026135653305931508,0.1247841850472277,0.1460181384087853,1.0
windermere_north_pike_perch,4.9,0.5,0.04441872455766605,0.22131638852496271,0.15961511037659004,4.216143291238594,0.4268090513047102,2.9965004771009,0.9171714045791167,0.1336558839030217,True,0.95,3.841458820694124,usable_limit,0.7046605799138961,5980.2902893852415,0.6810897259197927,0.6524540210367153,0.02723802917240063,0.12114750941205822,0.1402368542356338,1.0
